Timestamp,Total final consumption / Mean values [W],temperature_2m (°C),Is_Daylight,Lights,Month,Day Type,Hour,Avg Peak Consumption (W),Avg Low Consumption (W),Max Peak Consumption (W),Min Avg Low Consumption (W),Date,Percentage Increase,Active,Sleep,light_amount,Kitchen,fridge_max,Fridge_E,activity_intensity,LCD_TV,Games_Console,Cell_Phone,Washing_machine,Computer_desk,heating,Unknown
2019-01-23 21:00:00,1207.0,29.2,0,0.0,1,Weekday,21,2122.702061491955,152.1547147075385,2834.039009850364,66.47284748790509,2019-01-23,80.14925373134328,1,0,399.944776119403,0.0,476.1021481958763,408.563332230592,3.0959568475502994,25.0,5,0,0.0,10.0,0.0,358.4918916500051
2019-01-23 22:00:00,1720.0,27.6,0,0.0,1,Weekday,22,2244.301552038463,789.7913294223265,2723.9630159758653,789.7913294223265,2019-01-23,156.71641791044777,1,0,499.0,0.0,476.1021481958763,427.61855939434423,6.053546908617904,175.0,5,0,0.0,10.0,0.0,603.3814406056558
2019-01-23 23:00:00,1429.0,25.2,0,0.0,1,Weekday,23,2545.047221687843,191.415616995744,3163.5563544904608,191.415616995744,2019-01-23,113.28358208955225,1,0,499.0,0.0,476.1021481958763,397.1249966889126,4.375849622515228,25.0,5,0,0.0,10.0,0.0,492.8750033110874
2019-01-24 00:00:00,1364.0,23.2,0,0.0,1,Weekday,0,1992.713595686393,450.6224207366385,2100.185817832513,268.83605297845247,2019-01-24,119.29260450160773,1,0,499.0,0.0,476.1021481958763,381.6015413109191,3.3953248573151336,25.0,5,0,0.0,10.0,0.0,443.3984586890808
2019-01-24 01:00:00,1094.0,21.4,0,0.0,1,Weekday,1,1992.331119893216,262.70844695083446,2052.030710424144,148.6837382469164,2019-01-24,75.88424437299035,1,0,378.66237942122183,0.0,476.1021481958763,355.8485744882646,2.159829289289411,25.0,5,0,0.0,10.0,0.0,319.4890460905135
2019-01-24 02:00:00,706.0,20.0,0,0.0,1,Weekday,2,0.0,385.70804698365504,0.0,220.4574161374592,2019-01-24,13.504823151125404,0,1,0.0,0.0,476.1021481958763,325.9027892154296,0.3843763989413359,25.0,5,0,0.0,10.0,0.0,340.0972107845704
2019-01-24 03:00:00,779.0,18.9,0,0.0,1,Weekday,3,0.0,592.7998512972367,0.0,408.9011522226776,2019-01-24,25.241157556270092,0,1,0.0,73.0,476.1021481958763,323.4229357875216,0.7184177932594014,25.0,5,0,0.0,10.0,0.0,342.5770642124784
2019-01-24 04:00:00,676.0,18.1,0,0.0,1,Weekday,4,0.0,487.6422807901968,0.0,270.25409274132346,2019-01-24,8.681672025723474,0,1,0.0,0.0,476.1021481958763,312.92417780819454,0.2470991136051445,25.0,5,0,0.0,10.0,0.0,323.07582219180546
2019-01-24 05:00:00,655.0,17.8,0,0.0,1,Weekday,5,0.0,535.5636806595642,0.0,233.16381557059503,2019-01-24,5.305466237942122,0,1,0.0,0.0,476.1021481958763,309.9689649811519,0.1510050138698105,25.0,5,0,0.0,10.0,0.0,305.0310350188481
2019-01-24 06:00:00,622.0,16.6,0,0.0,1,Weekday,6,0.0,464.0757808564036,0.0,200.23660122572352,2019-01-24,0.0,0,1,0.0,0.0,476.1021481958763,300.9891288318724,0.0,25.0,5,0,0.0,10.0,0.0,281.0108711681276
2019-01-24 07:00:00,637.0,16.4,1,0.0,1,Weekday,7,0.0,546.913178607721,0.0,248.5360014848892,2019-01-24,2.4115755627009645,0,0,0.0,0.0,476.1021481958763,300.6344661551742,0.06863864266809569,25.0,5,0,0.0,10.0,0.0,296.3655338448258
2019-01-24 08:00:00,747.0,16.1,1,0.0,1,Weekday,8,1838.22841268637,419.7606818641283,2089.515777831287,114.9074389222568,2019-01-24,20.096463022508036,0,0,0.0,0.0,476.1021481958763,304.9767628539108,0.5719886889007973,25.0,5,0,0.0,10.0,0.0,402.0232371460892
2019-01-24 09:00:00,1331.0,16.6,1,0.0,1,Weekday,9,1907.2179320458329,390.50999633884703,2119.3833629573587,174.7726435273927,2019-01-24,113.9871382636656,1,0,0.0,0.0,476.1021481958763,340.484810158418,3.244319843445323,25.0,5,0,0.0,10.0,0.0,950.515189841582
